ID	GeneRef	Chr	Symbol	Average log fold-change
ILMN_1755234	NM_017857.2	11	SSH3	-1.96
ILMN_1799589	NM_006647.1	9	NOXA1	-1.96
ILMN_1795906	NM_000281.2	10	PCBD1	-1.97
ILMN_1688154	NM_002447.2	3	MST1R	-1.97
ILMN_1669177	NM_024705.1	13	DHRS12	-1.97
ILMN_1697710	NM_014439.3	2	IL1F7	-1.97
ILMN_2381296	NM_145871.1	14	GSTZ1	-1.97
ILMN_1682996	NM_198315.2	11	LOH11CR2A	-1.97
ILMN_1764082	NM_001080480.1	6	MBOAT1	-1.97
ILMN_1699852	NM_173815.4	16	FLJ37464	-1.97
ILMN_1705991	NR_003504.1	6	GUSBL1	-1.97
ILMN_1666986	NM_145649.2	6	GCNT2	-1.97
ILMN_1787378	NM_016824.3	10	ADD3	-1.97
ILMN_1701173	NM_004823.1	19	KCNK6	-1.97
ILMN_2362974	NM_033338.4	10	CASP7	-1.97
ILMN_1701643	NM_030792.5	11	GDPD5	-1.98
ILMN_1673543	NM_018290.2	4	PGM2	-1.98
ILMN_1768958	NM_005739.2	15	RASGRP1	-1.98
ILMN_1715324	NM_014234.3	6	HSD17B8	-1.98
ILMN_1756877	NM_052873.1	14	C14orf179	-1.98
ILMN_1757532	NM_014723.2	20	SNPH	-1.98
ILMN_2363165	NM_206861.1	10	TACC2	-1.99
ILMN_1659913	NM_002201.4	15	ISG20	-1.99
ILMN_2307656	NM_001040194.1	1	AGTRAP	-1.99
ILMN_1726288	NM_018374.2	7	TMEM106B	-1.99
ILMN_2371053	NM_004428.2	1	EFNA1	-2.00
ILMN_1795181	NM_017631.4	4	DDX60	-2.00
ILMN_1805693	NM_016573.1	19	GMIP	-2.00
ILMN_1809895	NM_001024948.1	1	FNBP1L	-2.00
ILMN_1811551	NM_015954.2	12	DERA	-2.01
ILMN_2065022	NM_014859.3	17	KIAA0672	-2.01
ILMN_1728106	NM_000594.2	6	TNF	-2.01
ILMN_1779234	NM_002993.2	4	CXCL6	-2.01
ILMN_1671971	XR_016703.1	1	LOC644743	-2.01
ILMN_1826165				-2.02
ILMN_1758523	NM_001089.1	16	ABCA3	-2.02
ILMN_2300970	NM_001014763.1	19	ETFB	-2.02
ILMN_1682919	NM_000437.3	1	PAFAH2	-2.02
ILMN_1723768	NM_170722.1	11	NLRX1	-2.02
ILMN_1664233	XM_927705.1	1	LOC644590	-2.02
ILMN_2206126	NM_130900.2	6	RAET1L	-2.03
ILMN_1776515	NM_023075.4	18	MPPE1	-2.03
ILMN_1700310	NM_080489.3	20	SDCBP2	-2.03
ILMN_2142117	NM_138794.1	1	LYPLAL1	-2.03
ILMN_1785095	NM_145230.2	7	ATP6V0E2	-2.03
ILMN_1698484	NM_133639.2	15	RHOV	-2.04
ILMN_1697880	NM_002663.2	17	PLD2	-2.04
ILMN_1787657	NM_012129.2	7	CLDN12	-2.04
ILMN_2204545	NM_006278.1	11	ST3GAL4	-2.04
ILMN_1665049	NM_025137.3	15	SPG11	-2.04
ILMN_1654560	NM_006068.2	4	TLR6	-2.05
ILMN_1758250	NM_006700.1	12	TRAFD1	-2.05
ILMN_1769433	NM_006633.2	5	IQGAP2	-2.06
ILMN_1751851	NM_177405.1	22	CECR1	-2.06
ILMN_1790637	NM_024650.2	11	C11orf80	-2.06
ILMN_2307740	NM_172358.1	1	CD46	-2.06
ILMN_1857897				-2.06
ILMN_2235137	NM_001018115.1	3	FANCD2	-2.06
ILMN_1806387	XM_926996.1	X	LOC340598	-2.07
ILMN_1652379	NM_003848.1	3	SUCLG2	-2.07
ILMN_1805665	NM_198391.1	20	FLRT3	-2.07
ILMN_1709795	NM_002872.3	22	RAC2	-2.07
ILMN_1719986	NM_052880.3	22	PIK3IP1	-2.07
ILMN_1780825	NM_006270.3	19	RRAS	-2.07
ILMN_1763704	NM_183337.1	16	RGS11	-2.08
ILMN_1724148	NM_032790.2	12	ORAI1	-2.08
ILMN_1703370	NM_032799.4	9	ZDHHC12	-2.08
ILMN_1730291	NM_001677.3	1	ATP1B1	-2.09
ILMN_1764927	NM_152243.1	22	CDC42EP1	-2.09
ILMN_1701386	NM_018571.5	2	ALS2CR2	-2.09
ILMN_1814213	NM_152391.3	2	PQLC3	-2.09
ILMN_1741597	XM_939284.2		LOC650200	-2.09
ILMN_1770653	NM_052886.2	8	MAL2	-2.10
ILMN_1652797	NM_207446.2	15	LOC400451	-2.10
ILMN_2398926	NM_181656.1	17	C17orf58	-2.10
ILMN_1723625	NM_004579.2	11	MAP4K2	-2.10
ILMN_1670844	NM_014322.2	1	OPN3	-2.10
ILMN_1760506	NR_003086.1	10	HSD17B7P2	-2.11
ILMN_2367165	NM_172028.1	3	ABTB1	-2.11
ILMN_1677607	NM_006918.4	11	SC5DL	-2.11
ILMN_1681890	NM_006520.1	X	DYNLT3	-2.11
ILMN_1782922	NM_002600.3	1	PDE4B	-2.11
ILMN_2382505	NM_002555.3	11	SLC22A18	-2.12
ILMN_1692742	NM_014957.2	8	DENND3	-2.13
ILMN_2315780	NM_006997.2	10	TACC2	-2.13
ILMN_1654013	NM_030630.1	17	C17orf28	-2.13
ILMN_1712985	NM_181656.3	17	C17orf58	-2.13
ILMN_1698766	NM_013258.3	16	PYCARD	-2.14
ILMN_1671486	NM_199331.2	15	HOMER2	-2.14
ILMN_1677693	NM_006018.1	12	GPR109B	-2.15
ILMN_1705107	NM_015685.4	20	SDCBP2	-2.15
ILMN_2407824	NM_001001787.1	1	ATP1B1	-2.16
ILMN_1656691	NM_012176.2	5	FBXO4	-2.17
ILMN_2374352	NM_001042610.1	16	DBNDD1	-2.17
ILMN_1787567	NM_006022.2	13	TSC22D1	-2.17
ILMN_1737993	NM_001005915.1	12	ERBB3	-2.18
ILMN_1802642	NM_005486.1	17	TOM1L1	-2.18
ILMN_2173975	NM_022147.2	3	RTP4	-2.18
ILMN_1769934	NM_198182.1	2	GRHL1	-2.18
ILMN_2346479	NM_199332.2	15	HOMER2	-2.18
ILMN_1700515	NM_181656.3	17	C17orf58	-2.18
ILMN_2291455	NM_001035254.1	9	FAM102A	-2.19
ILMN_2210729	NM_016086.2	7	STYXL1	-2.19
ILMN_1748827	XM_498725.3	19	LOC388564	-2.20
ILMN_1805916	NM_003634.1	22	NIPSNAP1	-2.21
ILMN_1803194	NM_000154.1	17	GALK1	-2.22
ILMN_1685709	NM_144626.1	1	TMEM125	-2.22
ILMN_1769810	NM_006407.3	3	ARL6IP5	-2.23
ILMN_1769779	NM_007079.2	8	PTP4A3	-2.23
ILMN_2190598	NM_018351.2	12	FGD6	-2.23
ILMN_1699206	NM_033393.2	4	FHDC1	-2.23
ILMN_1785284	NM_005589.2	14	ALDH6A1	-2.23
ILMN_1691237	NM_006366.2	6	CAP2	-2.24
ILMN_2387680	NM_001024460.1	6	VNN3	-2.24
ILMN_2111932	NM_178865.3	1	SERINC2	-2.24
ILMN_1802631	NM_000027.2	4	AGA	-2.24
ILMN_1862217				-2.25
ILMN_1796349	NM_006714.2	6	SMPDL3A	-2.25
ILMN_1757631	NM_001042610.1	16	DBNDD1	-2.26
ILMN_1762224	NM_032383.3	3	HPS3	-2.26
ILMN_1808404	NM_022450.2	16	RHBDF1	-2.26
ILMN_1664303	NM_006410.3	11	HTATIP2	-2.27
ILMN_1753500	NM_018287.5	10	ARHGAP12	-2.27
ILMN_2330552	NM_033531.1	1	CDC2L2	-2.27
ILMN_1811729	NM_012116.2	19	CBLC	-2.28
ILMN_1734596	NM_152332.3	14	TC2N	-2.29
ILMN_1809477	NM_001042476.1	16	CARHSP1	-2.29
ILMN_1808824	NM_006393.1	10	NEBL	-2.30
ILMN_1728048	NM_001031744.1	10	LOC158160	-2.30
ILMN_1727605	NM_002031.2	6	FRK	-2.30
ILMN_2413650	NM_003035.2	1	STIL	-2.31
ILMN_1801307	NM_003810.2	3	TNFSF10	-2.31
ILMN_1658071	NM_001677.3	1	ATP1B1	-2.31
ILMN_1725510	NM_014762.3	1	DHCR24	-2.32
ILMN_1795300	NM_001001669.2	5	FLJ41603	-2.32
ILMN_1811470	NM_016445.1	14	PLEK2	-2.32
ILMN_1740923	NM_033409.2	20	C20orf54	-2.32
ILMN_2352131	NM_004448.2	17	ERBB2	-2.33
ILMN_1810942	NM_000777.2	7	CYP3A5	-2.33
ILMN_1680965	XM_001128061.1	8	LOC728454	-2.33
ILMN_1662390	NM_181718.3	16	ASPHD1	-2.33
ILMN_1774077	NM_004120.3	1	GBP2	-2.33
ILMN_2159453	NM_006949.1	19	STXBP2	-2.34
ILMN_1675927	NM_213569.1	10	NEBL	-2.34
ILMN_1684873	NM_001669.2	X	ARSD	-2.34
ILMN_1776582	NM_005391.2	X	PDK3	-2.35
ILMN_2383349	NM_018234.2	2	STEAP3	-2.35
ILMN_1781386	NM_017983.4		WIPI1	-2.35
ILMN_1678841	NM_006398.2	6	UBD	-2.35
ILMN_2387471	NM_001080403.1		FLJ22184	-2.36
ILMN_2214678	NM_002357.2	2	MXD1	-2.36
ILMN_1806456	NM_025057.1	14	C14orf45	-2.36
ILMN_1713829	NM_004878.3	9	PTGES	-2.37
ILMN_1752199	NM_022126.2	10	LHPP	-2.37
ILMN_2392352	NM_175859.1	X	CTPS2	-2.38
ILMN_1673795	NM_000414.1	5	HSD17B4	-2.39
ILMN_1800530	NM_014914.2	2	CENTG2	-2.39
ILMN_1668629	XM_937968.2		LOC401115	-2.39
ILMN_2352921	NM_001724.3	7	BPGM	-2.40
ILMN_1827736				-2.41
ILMN_2059689	NM_033504.2	1	TMEM54	-2.41
ILMN_1875123				-2.41
ILMN_1742705	NM_139177.2	17	SLC39A11	-2.42
ILMN_2341254	NM_178006.1	13	STARD13	-2.42
ILMN_1805992	NM_018330.4	10	KIAA1598	-2.43
ILMN_1726928	NM_003196.1	1	TCEA3	-2.44
ILMN_1664398	XM_940809.1		LOC651621	-2.44
ILMN_1759766	NM_206833.2	19	CTXN1	-2.45
ILMN_2380938	NM_004200.2	11	SYT7	-2.45
ILMN_2212909	NM_014791.2	9	MELK	-2.46
ILMN_1671565	NM_003730.3	6	RNASET2	-2.46
ILMN_1690621	NM_032119.3	5	GPR98	-2.46
ILMN_1660451	NM_178008.1	13	STARD13	-2.48
ILMN_1699887	NM_021978.2	11	ST14	-2.48
ILMN_1653466	NM_021170.2	1	HES4	-2.48
ILMN_2413780	NM_201575.1	16	SEZ6L2	-2.48
ILMN_1755649	NM_004695.2	17	SLC16A5	-2.49
ILMN_2224907	NM_174921.1	4	C4orf34	-2.49
ILMN_1659631	XR_015755.1	2	LOC730024	-2.51
ILMN_2175236	NM_000949.2	5	PRLR	-2.52
ILMN_1811515	NM_021120.2	X	DLG3	-2.52
ILMN_1713846	NM_020700.1	12	PPM1H	-2.52
ILMN_1684205	NM_006384.2	15	CIB1	-2.53
ILMN_1677314	NM_002456.4	1	MUC1	-2.54
ILMN_1670099	NM_052946.2	2	NOSTRIN	-2.54
ILMN_1749044	NM_030916.1	1	PVRL4	-2.58
ILMN_1735495	NM_007063.3		TBC1D8	-2.58
ILMN_1767816	NM_031301.2	15	APH1B	-2.58
ILMN_1722981	NM_003268.4	1	TLR5	-2.60
ILMN_1750497	NM_177551.3	12	GPR109A	-2.60
ILMN_1746359	NM_032918.1	12	RERG	-2.60
ILMN_1730917	NM_003679.2	1	KMO	-2.61
ILMN_1791545	NM_015515.3	17	KRT23	-2.62
ILMN_1701170	NM_003658.4	11	BARX2	-2.62
ILMN_1795839	NM_016002.2	1	SCCPDH	-2.63
ILMN_1779448	NM_025202.2	2	EFHD1	-2.63
ILMN_1753143	NM_033103.3	19	RHPN2	-2.64
ILMN_2071809	NM_000900.2	12	MGP	-2.65
ILMN_1672717	NM_025125.2	10	C10orf57	-2.66
ILMN_2413158	NM_001018111.1	7	PODXL	-2.67
ILMN_2048043	NM_004942.2	8	DEFB4	-2.67
ILMN_1774874	NM_173843.1	2	IL1RN	-2.68
ILMN_2170949	NM_013322.2	7	SNX10	-2.69
ILMN_1678143	NM_001175.4	12	ARHGDIB	-2.69
ILMN_1655068	NM_001082968.1	17	TOM1L2	-2.69
ILMN_1651958	NM_000900.2	12	MGP	-2.70
ILMN_1776464	NM_006437.3	13	PARP4	-2.70
ILMN_1727080	NM_004999.3	6	MYO6	-2.72
ILMN_1770400	NM_001013624.1	17	ZNF385C	-2.72
ILMN_1677108	NM_144575.2	2	CAPN13	-2.73
ILMN_1813846	NM_002560.2	12	P2RX4	-2.73
ILMN_1727288	NM_001988.1	17	EVPL	-2.74
ILMN_2334531	NM_001005752.1	1	GJB3	-2.74
ILMN_1680652	NM_003944.2	1	SELENBP1	-2.75
ILMN_1741014	NM_022127.1	9	SLC28A3	-2.76
ILMN_1805228	NM_052972.2	19	LRG1	-2.77
ILMN_1669781	NM_000949.2	5	PRLR	-2.77
ILMN_1692177	NM_006022.2	13	TSC22D1	-2.81
ILMN_2359710	NM_007079.2	8	PTP4A3	-2.81
ILMN_1694778	XR_017241.1	5	LOC646723	-2.82
ILMN_2341548	NM_001080467.1	18	MYO5B	-2.82
ILMN_1751789	NM_001024074.1	2	HNMT	-2.82
ILMN_1772387	NM_003264.3	4	TLR2	-2.82
ILMN_1910908				-2.83
ILMN_1657679	NM_006113.4	1	VAV3	-2.84
ILMN_1794707	NM_025092.3	11	ATHL1	-2.84
ILMN_1745112	NM_001035254.1	9	FAM102A	-2.84
ILMN_2041236	NM_015085.3	17	GARNL4	-2.84
ILMN_1679401	NM_017636.2	19	TRPM4	-2.86
ILMN_2143685	NM_001307.3	17	CLDN7	-2.86
ILMN_1785900	XR_016129.1	21	LOC653108	-2.87
ILMN_1790881	NM_001024074.1	2	HNMT	-2.88
ILMN_1667199	NM_021199.2	15	SQRDL	-2.90
ILMN_1776519	NM_002885.1	1	RAP1GAP	-2.91
ILMN_1662427	NM_007079.2	8	PTP4A3	-2.93
ILMN_2060413	NM_013230.2	Y	CD24	-2.93
ILMN_1699989	NM_138278.2	1	BNIPL	-2.93
ILMN_2219466	NM_004900.3	22	APOBEC3B	-2.93
ILMN_1739605	NM_014400.2	19	LYPD3	-2.93
ILMN_1808713	NM_002153.1	16	HSD17B2	-2.93
ILMN_2160476	NM_002990.3	16	CCL22	-2.94
ILMN_2355486	NM_206964.1	21	FAM3B	-2.95
ILMN_1678535	NM_000125.2	6	ESR1	-2.96
ILMN_1803889	XM_085463.7	16	LOC146439	-2.96
ILMN_1796925	NM_001338.3	21	CXADR	-2.98
ILMN_1657409	NM_170694.1	22	SERHL	-2.99
ILMN_2401779	NM_001035254.1	9	FAM102A	-2.99
ILMN_1721732	NM_031415.2	8	MLZE	-3.00
ILMN_1766405	NM_177937.1	9	GOLM1	-3.01
ILMN_1736527	NM_014553.1	2	TFCP2L1	-3.02
ILMN_1697460	NM_138393.1	19	REEP6	-3.03
ILMN_1745623	NM_173584.3	11	EFCAB4A	-3.03
ILMN_2299795	NM_001005502.1	12	CPM	-3.05
ILMN_1701613	NM_004585.3	11	RARRES3	-3.06
ILMN_1696031	NM_001005267.1	15	C15orf21	-3.07
ILMN_2365569	NM_004968.2	7	ICA1	-3.07
ILMN_1769201	NM_004433.3	1	ELF3	-3.08
ILMN_1691410	NM_012342.2	10	BAMBI	-3.09
ILMN_1659610	NM_014428.1	19	TJP3	-3.09
ILMN_1794677	NM_007267.5	17	TMC6	-3.11
ILMN_1769388	NM_004004.4	13	GJB2	-3.12
ILMN_1802780	NM_174941.3	12	M160	-3.13
ILMN_1723443	NM_004525.2	2	LRP2	-3.14
ILMN_1713397	NM_001001414.1	19	LOC342897	-3.15
ILMN_2050790	NM_080659.1	11	C11orf52	-3.15
ILMN_1671154	NM_032046.1	11	TMPRSS13	-3.16
ILMN_1746517	NM_003937.2	2	KYNU	-3.17
ILMN_1692219	NM_001002814.1	8	RAB11FIP1	-3.17
ILMN_2337263	NM_032471.4	6	PKIB	-3.19
ILMN_1814787	NM_004968.2	7	ICA1	-3.21
ILMN_1692223	NM_005564.3	9	LCN2	-3.22
ILMN_2235851	NM_001080535.1	2	LINCR	-3.23
ILMN_1719599	NM_080737.1	X	SYTL4	-3.24
ILMN_1749327	NM_002754.3	6	MAPK13	-3.24
ILMN_1727689	NM_006291.2	14	TNFAIP2	-3.24
ILMN_1743950	NM_198541.1	19	IGFL1	-3.25
ILMN_2304495	NM_181505.1	17	PPP1R1B	-3.26
ILMN_1803408	NM_000224.2	12	KRT18	-3.30
ILMN_2289844	NM_170694.1	22	SERHL	-3.31
ILMN_1774287	NM_001710.4	6	CFB	-3.32
ILMN_1699521	XM_944061.1		KIAA1641	-3.32
ILMN_1713892	NM_174921.1	4	C4orf34	-3.33
ILMN_1750674	NM_138432.2	12	SDSL	-3.35
ILMN_1680390	NM_001491.2	6	GCNT2	-3.36
ILMN_1699665	NM_053277.1	21	CLIC6	-3.37
ILMN_2310814	NM_016841.2	17	MAPT	-3.38
ILMN_2041222	NM_173624.1	17	FLJ40504	-3.38
ILMN_1737514	NM_001032998.1	2	KYNU	-3.41
ILMN_1804935	NM_001024460.1	6	VNN3	-3.42
ILMN_1773963	NM_002068.1	19	GNA15	-3.42
ILMN_2413779	NM_201575.1	16	SEZ6L2	-3.44
ILMN_1751753	NM_002168.2	15	IDH2	-3.44
ILMN_1682599	NM_003979.3	12	GPRC5A	-3.45
ILMN_1658926	NM_000435.1	19	NOTCH3	-3.49
ILMN_1770505	NM_001197.3	22	BIK	-3.51
ILMN_1793859	NM_000690.2	12	ALDH2	-3.53
ILMN_1651428	NM_032379.3	11	SYTL2	-3.57
ILMN_1689046	NM_019027.1	4	FLJ20273	-3.57
ILMN_1794659	NM_001097638.1	19	FUT2	-3.63
ILMN_1708130	NM_012153.3	11	EHF	-3.64
ILMN_1803219	NM_144686.1	19	TMC4	-3.65
ILMN_1723042	NM_001306.2	7	CLDN3	-3.66
ILMN_1705750	NM_004613.2	20	TGM2	-3.70
ILMN_2072568	NM_199328.1	21	CLDN8	-3.70
ILMN_1753139	NM_145252.1	16	LOC124220	-3.71
ILMN_1712082	NM_004751.1	15	GCNT3	-3.73
ILMN_2063168	NM_005434.3	2	MALL	-3.74
ILMN_1705814	NM_182507.2	12	KRT80	-3.82
ILMN_2336609	NM_206929.1	11	SYTL2	-3.86
ILMN_1768469	NM_001062.3	11	TCN1	-3.90
ILMN_1701361	NM_203403.1	9	C9orf150	-3.91
ILMN_1728799	NM_000507.2	9	FBP1	-3.92
ILMN_2114720	NM_003064.2	20	SLPI	-3.92
ILMN_1808789	NM_018728.2	15	MYO5C	-3.93
ILMN_1756992	NM_001044391.1	1	MUC1	-3.94
ILMN_1656369	NM_020130.3	8	C8orf4	-3.94
ILMN_1712522	NM_002483.3	19	CEACAM6	-3.95
ILMN_1746801	NM_020770.1	1	CGN	-3.96
ILMN_1837428				-3.97
ILMN_1682929	NM_206928.1	11	SYTL2	-3.99
ILMN_1708580	NM_005764.3	1	PDZK1IP1	-3.99
ILMN_1732398	NM_002407.1	11	SCGB2A1	-4.00
ILMN_2108735	NM_001958.2	20	EEF1A2	-4.05
ILMN_1672589	NM_198925.1	15	SEMA4B	-4.09
ILMN_1801216	NM_005980.2	4	S100P	-4.16
ILMN_2249018	NM_001013653.1	9	LOC389816	-4.17
ILMN_1680757	NM_001013653.2	9	LRRC26	-4.18
ILMN_1679666	NM_052863.2	5	SCGB3A1	-4.20
ILMN_1753101	NM_024626.2	1	VTCN1	-4.23
ILMN_1723333	NM_002411.2	11	SCGB2A2	-4.26
ILMN_1679267	NM_198951.1	20	TGM2	-4.27
ILMN_2371911	NM_001044390.1	1	MUC1	-4.32
ILMN_1805519	NM_013230.2	Y	CD24	-4.33
ILMN_1680996	XM_001127464.1		ALOX5	-4.37
ILMN_1712759	NM_198538.1	19	SBSN	-4.44
ILMN_1686573	NM_005218.3	8	DEFB1	-4.48
ILMN_1791123	NM_005656.2	21	TMPRSS2	-4.49
ILMN_1805410	NM_032413.2	15	C15orf48	-4.49
ILMN_1668822	NM_006399.2	14	BATF	-4.59
ILMN_1654696	NM_032413.2	15	C15orf48	-4.67
ILMN_1751346	NM_001982.2	12	ERBB3	-4.68
ILMN_1795342	NM_001042467.1	2	MLPH	-4.84
ILMN_1797154	NM_001185.2	7	AZGP1	-4.95
ILMN_2092077	NM_002652.2	7	PIP	-5.04
ILMN_1771482	NM_020775.2	1	KIAA1324	-5.32
ILMN_1730777	NM_002276.3	17	KRT19	-5.34
